Kinases	Run_1_Data_1	Run_1_Data_2	Run_1_Data_3	Run_1_Data_4	Run_1_Data_5	Run_1_Data_6	Run_1_Data_7	Run_1_Data_8	Run_1_Data_9	Run_1_Data_10	Run_2_Data_1	Run_2_Data_2	Run_2_Data_3	Run_2_Data_4	Run_2_Data_5	Run_2_Data_6	Run_2_Data_7	Run_2_Data_8	Run_2_Data_9	Run_2_Data_10	Run_3_Data_1	Run_3_Data_2	Run_3_Data_3	Run_3_Data_4	Run_3_Data_5	Run_3_Data_6	Run_3_Data_7	Run_3_Data_8	Run_3_Data_9	Run_3_Data_10
ADRBK1	-0.0754471430323069	0.07335664020564159	-0.48705690340741103	0.14540946182242268	-0.7846189076484814	-0.8667728845372572	-1.744907909003752	-1.7257671804935732	-0.377436874548833	-0.9353570833166621	-0.0754443038409646	0.07342386610798059	-0.4870572769737276	0.14545312548080858	-0.7846842276217278	-0.8667212387695556	-1.7449116576963737	-1.7257083776037514	-0.3774683174476698	-0.9353560694725346	-0.07544577199975248	0.0733407605573888	-0.4870628701187965	0.14545765287187376	-0.7846456542158182	-0.866769147185503	-1.744909340075468	-1.7256880044512184	-0.3775676989526728	-0.9353585082796396
AKT1	-0.13430890946853608	0.08143768231566575	1.7696560387289095	1.220906217778432	0.8008376388960166	0.6246703424290206	-0.5932972523577554	-0.045660474949111594	1.4291652068799527	0.7998823860654383	-0.1282015140899118	0.08030087781465876	1.9739084918971652	1.4561640176122725	0.9890904791768759	0.9346778715062645	-0.2346867686952483	0.2750414755881384	1.707645186975627	1.096102576058659	-0.10529748064299196	0.05206662479312588	2.1574985483754894	1.6480110644379484	1.1262461239497494	1.0051725998650638	-0.25712212021106745	0.2963868916929336	1.7893947142172182	1.163789513861989
AKT2	-0.07317638779143384	0.07597206575427794	2.388370831550086	1.8115838077264885	1.8150498172620935	2.1826869727273475	1.076618134907003	1.7151695762548016	2.5800528005832652	2.038152393244141	-0.09696305800073349	0.09992344959698465	2.319009651994976	1.67090785885306	1.6299131512786162	1.9743219567652632	0.7572434251395072	1.2849051194941323	2.5934717618861085	1.9168833384978161	-0.0876628053484342	0.09058897655990408	2.427266671600556	1.7422025133285544	1.7500325057145252	2.0911032300734993	1.0177121154823168	1.5137854798087134	2.6659256620744256	2.034946002625097
AKT3	0.00736754784867927	-0.0003711616200506996	1.037755236325405	2.388572600214973	7.011981973457327	5.500249726322708	6.194724578610511	7.940395168355713	1.3070331369275279	5.176847065445792	0.02681610918580208	-0.023327724466306793	0.2820508560869963	1.2569166006017263	4.904727272642911	3.7179032989882335	4.452833089980717	5.801774093348694	0.6820992078673191	3.8455843800582916	-0.2914200555403541	0.34176739645528825	11.552654454345598	15.0	15.0	15.0	15.0	15.0	10.183192697464309	15.0
ARAF	-10.523557196193178	10.045639621004552	13.761113944550166	2.1384036050890636	-9.649280724363688	-2.835479161245078	5.352818876873065	-2.35827087945514	4.435786830415514	-4.653307890809897	-13.415412506993773	2.5360439997555946	9.61942254520043	12.4803704489034	-9.101527476038976	5.160407988323045	5.1641024050710325	6.87652410310191	-11.657796547320885	-9.877894484900363	-0.04324356731223626	6.3580836683629265	-13.494154040677328	-7.099751497388913	1.8097549058461453	4.303875785972836	6.86376960037953	1.5214133603839943	-7.764652484076171	-0.6045707682182079
ATM	0.13888600439446736	-0.15014765114219286	1.362633106286382	0.8725320852464038	-1.1158342132468477	-1.243097092384469	-2.0579305221200777	-2.2081265235096756	1.016504349226935	-1.622645409822637	0.15437838987936817	-0.1676346952576134	1.2658936941468961	0.8232846653155077	-1.0529317643279714	-1.2101385330539054	-2.088716268374635	-2.251508567141117	1.0138017025722512	-1.5776134822310195	0.07860642441426006	-0.08358045780172707	1.1757139382263035	0.6446417644061031	-1.22612947882615	-1.3191092031709963	-1.9991930294892941	-2.0918396608000265	0.9274378500515671	-1.65908281268297
ATR	0.14544553708153762	-0.1508544332029875	1.5010955851875392	1.484987065501093	2.3606124017530186	1.6656732857567877	1.8201982369836658	1.9539678322727458	1.2159610294483312	1.0644932071543676	0.18678844529667893	-0.19222605730570821	1.811945111814991	1.6873050980423494	3.0861415807206782	2.1744107266812844	2.084364434521203	2.3099912741103266	1.3421262780223482	1.3547021557069703	0.19242226543529428	-0.19908207683991358	1.788392133932578	1.6847820435392102	3.0559560233228336	2.147383841611201	2.0714556101016544	2.284220700674141	1.33725298867877	1.3364672058584193
AURKA	0.4731019548335042	-0.5813066743520746	3.156037557956664	2.4001577884063523	4.328742108349298	4.670793562510331	2.5756194791402622	3.08307010470642	2.8402541543156477	3.8645664568948535	0.47310182913379967	-0.581316965959036	3.1560378970024683	2.4001527767258013	4.328712513664507	4.670793772616828	2.5755560896846736	3.0829844640171076	2.840264251755962	3.8646201986051816	0.4731056180123762	-0.5813369517576007	3.1560331471967	2.4001597586593855	4.328715651763645	4.670793323413891	2.5756235449616294	3.082969630187186	2.840297306093017	3.864608418820183
AURKB	-0.0701327408777067	0.048039896894761666	0.9028859767278341	0.14644659681296288	0.5694514312980048	-0.13277050300783755	0.1637230206709816	-0.060383685333648233	1.0150593781958646	0.2611454935860286	-0.0747860292731089	0.051494802641232705	0.8842558969004363	0.14179932309543195	0.5530504241227328	-0.17481873671182205	0.1572923379504244	-0.06247704886877811	0.9916292981067468	0.2983230012682809	-0.027676457987111477	0.0016828957694390557	0.9703271014431734	0.17942255792946776	0.6915134893066786	-0.018260527141999595	0.30222027093294174	0.04721620316618625	1.0424567648698477	0.34354059182173285
BRAF	6.780971942511236	-4.410452004615311	-0.8078132995708285	0.18048110614981627	-4.74550359654165	-3.3625542773215935	2.414642373136446	4.812822806639585	-8.461068020897129	-4.606200776066039	-0.39047572885189746	-5.2965529836088265	-11.511467716337604	-11.346341254461317	-14.46583321495928	-3.3714326198492826	4.407149197422096	4.1730180505074195	-0.9518137007490726	-2.943749688325752	-3.2598855923961874	-13.326972773332022	4.7775899234543795	1.108613680426531	-13.702474563552213	-7.646372285602242	2.4014972694600285	-4.011362715502406	-0.05425626734133379	-0.5619328402681464
